Lat,Lon,FishSp,HabitatType
40,-72,placopecten magellanicus,mud
40,-72,placopecten magellanicus,soft-sediment
38,-73,placopecten magellanicus,mud
38,-73,placopecten magellanicus,soft-sediment
37,-75,placopecten magellanicus,mud
37,-75,placopecten magellanicus,soft-sediment
43.5,-67.17,placopecten magellanicus,mud
43.5,-67.17,placopecten magellanicus,soft-sediment
44.2,-62.02,placopecten magellanicus,mud
44.2,-62.02,placopecten magellanicus,soft-sediment
46.8,-59.63,placopecten magellanicus,mud
46.8,-59.63,placopecten magellanicus,soft-sediment
47.15,-62.97,placopecten magellanicus,mud
47.15,-62.97,placopecten magellanicus,soft-sediment
49.82,-59.12,placopecten magellanicus,mud
49.82,-59.12,placopecten magellanicus,soft-sediment
52.82,-55.08,placopecten magellanicus,mud
52.82,-55.08,placopecten magellanicus,soft-sediment
55.85,-55.9,placopecten magellanicus,mud
55.85,-55.9,placopecten magellanicus,soft-sediment
41,-68,placopecten magellanicus,seagrass
41,-68,placopecten magellanicus,macroalgae
40,-72,placopecten magellanicus,seagrass
40,-72,placopecten magellanicus,macroalgae
38,-73,placopecten magellanicus,seagrass
38,-73,placopecten magellanicus,macroalgae
37,-75,placopecten magellanicus,seagrass
37,-75,placopecten magellanicus,macroalgae
43.5,-67.17,placopecten magellanicus,seagrass
43.5,-67.17,placopecten magellanicus,macroalgae
44.2,-62.02,placopecten magellanicus,seagrass
44.2,-62.02,placopecten magellanicus,macroalgae
46.8,-59.63,placopecten magellanicus,seagrass
46.8,-59.63,placopecten magellanicus,macroalgae
47.15,-62.97,placopecten magellanicus,seagrass
47.15,-62.97,placopecten magellanicus,macroalgae
49.82,-59.12,placopecten magellanicus,seagrass
49.82,-59.12,placopecten magellanicus,macroalgae
52.82,-55.08,placopecten magellanicus,seagrass
52.82,-55.08,placopecten magellanicus,macroalgae
55.85,-55.9,placopecten magellanicus,seagrass
55.85,-55.9,placopecten magellanicus,macroalgae
40,-72,illex illecebrosus,
38,-73,illex illecebrosus,
37,-75,illex illecebrosus,
43.5,-67.17,illex illecebrosus,
44.2,-62.02,illex illecebrosus,
46.8,-59.63,illex illecebrosus,
47.15,-62.97,illex illecebrosus,
49.82,-59.12,illex illecebrosus,
52.82,-55.08,illex illecebrosus,
55.85,-55.9,illex illecebrosus,
41,-68,illex illecebrosus,
40,-72,homarus americanus,
38,-73,homarus americanus,
37,-75,homarus americanus,
43.5,-67.17,homarus americanus,
44.2,-62.02,homarus americanus,
46.8,-59.63,homarus americanus,
47.15,-62.97,homarus americanus,
49.82,-59.12,homarus americanus,
52.82,-55.08,homarus americanus,
55.85,-55.9,homarus americanus,
41,-68,homarus americanus,
41,-68,homarus americanus,seagrass
41,-68,homarus americanus,sand
41,-68,homarus americanus,rock
41,-68,homarus americanus,mud
41,-68,homarus americanus,soft-sediment
40,-72,homarus americanus,seagrass
40,-72,homarus americanus,sand
40,-72,homarus americanus,rock
40,-72,homarus americanus,mud
40,-72,homarus americanus,soft-sediment
38,-73,homarus americanus,seagrass
38,-73,homarus americanus,sand
38,-73,homarus americanus,rock
38,-73,homarus americanus,mud
38,-73,homarus americanus,soft-sediment
37,-75,homarus americanus,seagrass
37,-75,homarus americanus,sand
37,-75,homarus americanus,rock
37,-75,homarus americanus,mud
37,-75,homarus americanus,soft-sediment
43.5,-67.17,homarus americanus,seagrass
43.5,-67.17,homarus americanus,sand
43.5,-67.17,homarus americanus,rock
43.5,-67.17,homarus americanus,mud
43.5,-67.17,homarus americanus,soft-sediment
44.2,-62.02,homarus americanus,seagrass
44.2,-62.02,homarus americanus,sand
44.2,-62.02,homarus americanus,rock
44.2,-62.02,homarus americanus,mud
44.2,-62.02,homarus americanus,soft-sediment
46.8,-59.63,homarus americanus,seagrass
46.8,-59.63,homarus americanus,sand
46.8,-59.63,homarus americanus,rock
46.8,-59.63,homarus americanus,mud
46.8,-59.63,homarus americanus,soft-sediment
47.15,-62.97,homarus americanus,seagrass
47.15,-62.97,homarus americanus,sand
47.15,-62.97,homarus americanus,rock
47.15,-62.97,homarus americanus,mud
47.15,-62.97,homarus americanus,soft-sediment
49.82,-59.12,homarus americanus,seagrass
49.82,-59.12,homarus americanus,sand
49.82,-59.12,homarus americanus,rock
49.82,-59.12,homarus americanus,mud
49.82,-59.12,homarus americanus,soft-sediment
52.82,-55.08,homarus americanus,seagrass
52.82,-55.08,homarus americanus,sand
52.82,-55.08,homarus americanus,rock
52.82,-55.08,homarus americanus,mud
52.82,-55.08,homarus americanus,soft-sediment
55.85,-55.9,homarus americanus,seagrass
55.85,-55.9,homarus americanus,sand
55.85,-55.9,homarus americanus,rock
55.85,-55.9,homarus americanus,mud
55.85,-55.9,homarus americanus,soft-sediment
41,-68,homarus americanus,macroalgae
40,-72,homarus americanus,macroalgae
38,-73,homarus americanus,macroalgae
37,-75,homarus americanus,macroalgae
43.5,-67.17,homarus americanus,macroalgae
44.2,-62.02,homarus americanus,macroalgae
46.8,-59.63,homarus americanus,macroalgae
47.15,-62.97,homarus americanus,macroalgae
49.82,-59.12,homarus americanus,macroalgae
52.82,-55.08,homarus americanus,macroalgae
41,-68,chionoecetes opilio,
40,-72,chionoecetes opilio,
38,-73,chionoecetes opilio,
37,-75,chionoecetes opilio,
43.5,-67.17,chionoecetes opilio,
44.2,-62.02,chionoecetes opilio,
46.8,-59.63,chionoecetes opilio,
47.15,-62.97,chionoecetes opilio,
49.82,-59.12,chionoecetes opilio,
52.82,-55.08,chionoecetes opilio,
55.85,-55.9,chionoecetes opilio,
41,-68,chionoecetes opilio,mud
41,-68,chionoecetes opilio,sand
41,-68,chionoecetes opilio,soft-sediment
40,-72,chionoecetes opilio,mud
40,-72,chionoecetes opilio,sand
40,-72,chionoecetes opilio,soft-sediment
38,-73,chionoecetes opilio,mud
38,-73,chionoecetes opilio,sand
38,-73,chionoecetes opilio,soft-sediment
37,-75,chionoecetes opilio,mud
37,-75,chionoecetes opilio,sand
37,-75,chionoecetes opilio,soft-sediment
43.5,-67.17,chionoecetes opilio,mud
43.5,-67.17,chionoecetes opilio,sand
43.5,-67.17,chionoecetes opilio,soft-sediment
44.2,-62.02,chionoecetes opilio,mud
44.2,-62.02,chionoecetes opilio,sand
44.2,-62.02,chionoecetes opilio,soft-sediment
46.8,-59.63,chionoecetes opilio,mud
46.8,-59.63,chionoecetes opilio,sand
46.8,-59.63,chionoecetes opilio,soft-sediment
47.15,-62.97,chionoecetes opilio,mud
47.15,-62.97,chionoecetes opilio,sand
47.15,-62.97,chionoecetes opilio,soft-sediment
49.82,-59.12,chionoecetes opilio,mud
49.82,-59.12,chionoecetes opilio,sand
49.82,-59.12,chionoecetes opilio,soft-sediment
52.82,-55.08,chionoecetes opilio,mud
52.82,-55.08,chionoecetes opilio,sand
52.82,-55.08,chionoecetes opilio,soft-sediment
55.85,-55.9,chionoecetes opilio,mud
55.85,-55.9,chionoecetes opilio,sand
55.85,-55.9,chionoecetes opilio,soft-sediment
41,-68,chionoecetes opilio,rock
40,-72,chionoecetes opilio,rock
38,-73,chionoecetes opilio,rock
37,-75,chionoecetes opilio,rock
43.5,-67.17,chionoecetes opilio,rock
44.2,-62.02,chionoecetes opilio,rock
46.8,-59.63,chionoecetes opilio,rock
47.15,-62.97,chionoecetes opilio,rock
49.82,-59.12,chionoecetes opilio,rock
52.82,-55.08,chionoecetes opilio,rock
55.85,-55.9,chionoecetes opilio,rock
26.64,-96.8,balistes capriscus,sand
26.64,-96.8,balistes capriscus,reef
28.11,-95.97,balistes capriscus,sand
28.11,-95.97,balistes capriscus,reef
28.64,-94.65,balistes capriscus,sand
28.64,-94.65,balistes capriscus,reef
28.43,-90.83,balistes capriscus,sand
28.43,-90.83,balistes capriscus,reef
29.62,-87.96,balistes capriscus,sand
29.62,-87.96,balistes capriscus,reef
28.38,-84.21,balistes capriscus,sand
28.38,-84.21,balistes capriscus,reef
25.28,-82.74,balistes capriscus,sand
25.28,-82.74,balistes capriscus,reef
26.64,-96.8,balistes capriscus,macroalgae
28.11,-95.97,balistes capriscus,macroalgae
28.64,-94.65,balistes capriscus,macroalgae
28.43,-90.83,balistes capriscus,macroalgae
29.62,-87.96,balistes capriscus,macroalgae
28.38,-84.21,balistes capriscus,macroalgae
25.28,-82.74,balistes capriscus,macroalgae
26.64,-96.8,balistes capriscus,mangrove
28.11,-95.97,balistes capriscus,mangrove
28.64,-94.65,balistes capriscus,mangrove
28.43,-90.83,balistes capriscus,mangrove
29.62,-87.96,balistes capriscus,mangrove
28.38,-84.21,balistes capriscus,mangrove
25.28,-82.74,balistes capriscus,mangrove
26.64,-96.8,seriola dumerili,
28.11,-95.97,seriola dumerili,
28.64,-94.65,seriola dumerili,
28.43,-90.83,seriola dumerili,
29.62,-87.96,seriola dumerili,
28.38,-84.21,seriola dumerili,
25.28,-82.74,seriola dumerili,
26.64,-96.8,seriola dumerili,macroalgae
28.11,-95.97,seriola dumerili,macroalgae
28.64,-94.65,seriola dumerili,macroalgae
28.43,-90.83,seriola dumerili,macroalgae
29.62,-87.96,seriola dumerili,macroalgae
28.38,-84.21,seriola dumerili,macroalgae
25.28,-82.74,seriola dumerili,macroalgae
26.64,-96.8,seriola dumerili,reef
28.11,-95.97,seriola dumerili,reef
28.64,-94.65,seriola dumerili,reef
28.43,-90.83,seriola dumerili,reef
29.62,-87.96,seriola dumerili,reef
28.38,-84.21,seriola dumerili,reef
25.28,-82.74,seriola dumerili,reef
26.64,-96.8,lutjanus analis,reef
28.11,-95.97,lutjanus analis,reef
28.64,-94.65,lutjanus analis,reef
28.43,-90.83,lutjanus analis,reef
29.62,-87.96,lutjanus analis,reef
28.38,-84.21,lutjanus analis,reef
25.28,-82.74,lutjanus analis,reef
26.64,-96.8,lutjanus analis,mangrove
26.64,-96.8,lutjanus analis,seagrass
26.64,-96.8,lutjanus analis,macroalgae
28.11,-95.97,lutjanus analis,mangrove
28.11,-95.97,lutjanus analis,seagrass
28.11,-95.97,lutjanus analis,macroalgae
28.64,-94.65,lutjanus analis,mangrove
28.64,-94.65,lutjanus analis,seagrass
28.64,-94.65,lutjanus analis,macroalgae
28.43,-90.83,lutjanus analis,mangrove
28.43,-90.83,lutjanus analis,seagrass
28.43,-90.83,lutjanus analis,macroalgae
29.62,-87.96,lutjanus analis,mangrove
29.62,-87.96,lutjanus analis,seagrass
29.62,-87.96,lutjanus analis,macroalgae
28.38,-84.21,lutjanus analis,mangrove
28.38,-84.21,lutjanus analis,seagrass
28.38,-84.21,lutjanus analis,macroalgae
25.28,-82.74,lutjanus analis,mangrove
25.28,-82.74,lutjanus analis,seagrass
25.28,-82.74,lutjanus analis,macroalgae
26.64,-96.8,lutjanus campechanus,
28.11,-95.97,lutjanus campechanus,
28.64,-94.65,lutjanus campechanus,
28.43,-90.83,lutjanus campechanus,
29.62,-87.96,lutjanus campechanus,
28.38,-84.21,lutjanus campechanus,
25.28,-82.74,lutjanus campechanus,
26.64,-96.8,lutjanus campechanus,sand
28.11,-95.97,lutjanus campechanus,sand
28.64,-94.65,lutjanus campechanus,sand
28.43,-90.83,lutjanus campechanus,sand
29.62,-87.96,lutjanus campechanus,sand
28.38,-84.21,lutjanus campechanus,sand
25.28,-82.74,lutjanus campechanus,sand
26.64,-96.8,lutjanus campechanus,reef
26.64,-96.8,lutjanus campechanus,rock
28.11,-95.97,lutjanus campechanus,reef
28.11,-95.97,lutjanus campechanus,rock
28.64,-94.65,lutjanus campechanus,reef
28.64,-94.65,lutjanus campechanus,rock
28.43,-90.83,lutjanus campechanus,reef
28.43,-90.83,lutjanus campechanus,rock
29.62,-87.96,lutjanus campechanus,reef
29.62,-87.96,lutjanus campechanus,rock
28.38,-84.21,lutjanus campechanus,reef
28.38,-84.21,lutjanus campechanus,rock
25.28,-82.74,lutjanus campechanus,reef
25.28,-82.74,lutjanus campechanus,rock
26.64,-96.8,ocyurus chrysurus,seagrass
26.64,-96.8,ocyurus chrysurus,mangrove
26.64,-96.8,ocyurus chrysurus,reef
28.11,-95.97,ocyurus chrysurus,seagrass
28.11,-95.97,ocyurus chrysurus,mangrove
28.11,-95.97,ocyurus chrysurus,reef
28.64,-94.65,ocyurus chrysurus,seagrass
28.64,-94.65,ocyurus chrysurus,mangrove
28.64,-94.65,ocyurus chrysurus,reef
28.43,-90.83,ocyurus chrysurus,seagrass
28.43,-90.83,ocyurus chrysurus,mangrove
28.43,-90.83,ocyurus chrysurus,reef
29.62,-87.96,ocyurus chrysurus,seagrass
29.62,-87.96,ocyurus chrysurus,mangrove
29.62,-87.96,ocyurus chrysurus,reef
28.38,-84.21,ocyurus chrysurus,seagrass
28.38,-84.21,ocyurus chrysurus,mangrove
28.38,-84.21,ocyurus chrysurus,reef
25.28,-82.74,ocyurus chrysurus,seagrass
25.28,-82.74,ocyurus chrysurus,mangrove
25.28,-82.74,ocyurus chrysurus,reef
28.78,-79.93,ocyurus chrysurus,seagrass
28.78,-79.93,ocyurus chrysurus,mangrove
28.78,-79.93,ocyurus chrysurus,reef
30.84,-80.5,ocyurus chrysurus,seagrass
30.84,-80.5,ocyurus chrysurus,mangrove
30.84,-80.5,ocyurus chrysurus,reef
26.64,-96.8,epinephelus morio,
28.11,-95.97,epinephelus morio,
28.64,-94.65,epinephelus morio,
28.43,-90.83,epinephelus morio,
29.62,-87.96,epinephelus morio,
28.38,-84.21,epinephelus morio,
25.28,-82.74,epinephelus morio,
26.64,-96.8,epinephelus morio,seagrass
26.64,-96.8,epinephelus morio,rock
28.11,-95.97,epinephelus morio,seagrass
28.11,-95.97,epinephelus morio,rock
28.64,-94.65,epinephelus morio,seagrass
28.64,-94.65,epinephelus morio,rock
28.43,-90.83,epinephelus morio,seagrass
28.43,-90.83,epinephelus morio,rock
29.62,-87.96,epinephelus morio,seagrass
29.62,-87.96,epinephelus morio,rock
28.38,-84.21,epinephelus morio,seagrass
28.38,-84.21,epinephelus morio,rock
25.28,-82.74,epinephelus morio,seagrass
25.28,-82.74,epinephelus morio,rock
26.64,-96.8,epinephelus morio,reef
28.11,-95.97,epinephelus morio,reef
28.64,-94.65,epinephelus morio,reef
28.43,-90.83,epinephelus morio,reef
29.62,-87.96,epinephelus morio,reef
28.38,-84.21,epinephelus morio,reef
25.28,-82.74,epinephelus morio,reef
26.64,-96.8,farfantepenaeus aztecus,soft-sediment
26.64,-96.8,farfantepenaeus aztecus,mud
26.64,-96.8,farfantepenaeus aztecus,sand
28.11,-95.97,farfantepenaeus aztecus,soft-sediment
28.11,-95.97,farfantepenaeus aztecus,mud
28.11,-95.97,farfantepenaeus aztecus,sand
28.64,-94.65,farfantepenaeus aztecus,soft-sediment
28.64,-94.65,farfantepenaeus aztecus,mud
28.64,-94.65,farfantepenaeus aztecus,sand
28.43,-90.83,farfantepenaeus aztecus,soft-sediment
28.43,-90.83,farfantepenaeus aztecus,mud
28.43,-90.83,farfantepenaeus aztecus,sand
29.62,-87.96,farfantepenaeus aztecus,soft-sediment
29.62,-87.96,farfantepenaeus aztecus,mud
29.62,-87.96,farfantepenaeus aztecus,sand
28.38,-84.21,farfantepenaeus aztecus,soft-sediment
28.38,-84.21,farfantepenaeus aztecus,mud
28.38,-84.21,farfantepenaeus aztecus,sand
25.28,-82.74,farfantepenaeus aztecus,soft-sediment
25.28,-82.74,farfantepenaeus aztecus,mud
25.28,-82.74,farfantepenaeus aztecus,sand
26.64,-96.8,farfantepenaeus aztecus,
28.11,-95.97,farfantepenaeus aztecus,
28.64,-94.65,farfantepenaeus aztecus,
28.43,-90.83,farfantepenaeus aztecus,
29.62,-87.96,farfantepenaeus aztecus,
28.38,-84.21,farfantepenaeus aztecus,
25.28,-82.74,farfantepenaeus aztecus,
26.64,-96.8,farfantepenaeus aztecus,seagrass
26.64,-96.8,farfantepenaeus aztecus,reef
28.11,-95.97,farfantepenaeus aztecus,seagrass
28.11,-95.97,farfantepenaeus aztecus,reef
28.64,-94.65,farfantepenaeus aztecus,seagrass
28.64,-94.65,farfantepenaeus aztecus,reef
28.43,-90.83,farfantepenaeus aztecus,seagrass
28.43,-90.83,farfantepenaeus aztecus,reef
29.62,-87.96,farfantepenaeus aztecus,seagrass
29.62,-87.96,farfantepenaeus aztecus,reef
28.38,-84.21,farfantepenaeus aztecus,seagrass
28.38,-84.21,farfantepenaeus aztecus,reef
25.28,-82.74,farfantepenaeus aztecus,seagrass
25.28,-82.74,farfantepenaeus aztecus,reef
26.64,-96.8,farfantepenaeus duorarum,sand
28.11,-95.97,farfantepenaeus duorarum,sand
28.64,-94.65,farfantepenaeus duorarum,sand
28.43,-90.83,farfantepenaeus duorarum,sand
29.62,-87.96,farfantepenaeus duorarum,sand
28.38,-84.21,farfantepenaeus duorarum,sand
25.28,-82.74,farfantepenaeus duorarum,sand
26.64,-96.8,farfantepenaeus duorarum,
28.11,-95.97,farfantepenaeus duorarum,
28.64,-94.65,farfantepenaeus duorarum,
28.43,-90.83,farfantepenaeus duorarum,
29.62,-87.96,farfantepenaeus duorarum,
28.38,-84.21,farfantepenaeus duorarum,
25.28,-82.74,farfantepenaeus duorarum,
26.64,-96.8,farfantepenaeus duorarum,seagrass
26.64,-96.8,farfantepenaeus duorarum,mangrove
26.64,-96.8,farfantepenaeus duorarum,macroalgae
26.64,-96.8,farfantepenaeus duorarum,mud
28.11,-95.97,farfantepenaeus duorarum,seagrass
28.11,-95.97,farfantepenaeus duorarum,mangrove
28.11,-95.97,farfantepenaeus duorarum,macroalgae
28.11,-95.97,farfantepenaeus duorarum,mud
28.64,-94.65,farfantepenaeus duorarum,seagrass
28.64,-94.65,farfantepenaeus duorarum,mangrove
28.64,-94.65,farfantepenaeus duorarum,macroalgae
28.64,-94.65,farfantepenaeus duorarum,mud
28.43,-90.83,farfantepenaeus duorarum,seagrass
28.43,-90.83,farfantepenaeus duorarum,mangrove
28.43,-90.83,farfantepenaeus duorarum,macroalgae
28.43,-90.83,farfantepenaeus duorarum,mud
29.62,-87.96,farfantepenaeus duorarum,seagrass
29.62,-87.96,farfantepenaeus duorarum,mangrove
29.62,-87.96,farfantepenaeus duorarum,macroalgae
29.62,-87.96,farfantepenaeus duorarum,mud
28.38,-84.21,farfantepenaeus duorarum,seagrass
28.38,-84.21,farfantepenaeus duorarum,mangrove
28.38,-84.21,farfantepenaeus duorarum,macroalgae
28.38,-84.21,farfantepenaeus duorarum,mud
25.28,-82.74,farfantepenaeus duorarum,seagrass
25.28,-82.74,farfantepenaeus duorarum,mangrove
25.28,-82.74,farfantepenaeus duorarum,macroalgae
25.28,-82.74,farfantepenaeus duorarum,mud
26.64,-96.8,litopenaeus setiferus,
28.11,-95.97,litopenaeus setiferus,
28.64,-94.65,litopenaeus setiferus,
28.43,-90.83,litopenaeus setiferus,
29.62,-87.96,litopenaeus setiferus,
28.38,-84.21,litopenaeus setiferus,
25.28,-82.74,litopenaeus setiferus,
26.64,-96.8,litopenaeus setiferus,seagrass
26.64,-96.8,litopenaeus setiferus,reef
26.64,-96.8,litopenaeus setiferus,mud
26.64,-96.8,litopenaeus setiferus,macroalgae
28.11,-95.97,litopenaeus setiferus,seagrass
28.11,-95.97,litopenaeus setiferus,reef
28.11,-95.97,litopenaeus setiferus,mud
28.11,-95.97,litopenaeus setiferus,macroalgae
28.64,-94.65,litopenaeus setiferus,seagrass
28.64,-94.65,litopenaeus setiferus,reef
28.64,-94.65,litopenaeus setiferus,mud
28.64,-94.65,litopenaeus setiferus,macroalgae
28.43,-90.83,litopenaeus setiferus,seagrass
28.43,-90.83,litopenaeus setiferus,reef
28.43,-90.83,litopenaeus setiferus,mud
28.43,-90.83,litopenaeus setiferus,macroalgae
29.62,-87.96,litopenaeus setiferus,seagrass
29.62,-87.96,litopenaeus setiferus,reef
29.62,-87.96,litopenaeus setiferus,mud
29.62,-87.96,litopenaeus setiferus,macroalgae
28.38,-84.21,litopenaeus setiferus,seagrass
28.38,-84.21,litopenaeus setiferus,reef
28.38,-84.21,litopenaeus setiferus,mud
28.38,-84.21,litopenaeus setiferus,macroalgae
25.28,-82.74,litopenaeus setiferus,seagrass
25.28,-82.74,litopenaeus setiferus,reef
25.28,-82.74,litopenaeus setiferus,mud
25.28,-82.74,litopenaeus setiferus,macroalgae
26.64,-96.8,litopenaeus setiferus,soft-sediment
28.11,-95.97,litopenaeus setiferus,soft-sediment
28.64,-94.65,litopenaeus setiferus,soft-sediment
28.43,-90.83,litopenaeus setiferus,soft-sediment
29.62,-87.96,litopenaeus setiferus,soft-sediment
28.38,-84.21,litopenaeus setiferus,soft-sediment
25.28,-82.74,litopenaeus setiferus,soft-sediment
26.64,-96.8,pleoticus robustus,
28.11,-95.97,pleoticus robustus,
28.64,-94.65,pleoticus robustus,
28.43,-90.83,pleoticus robustus,
29.62,-87.96,pleoticus robustus,
28.38,-84.21,pleoticus robustus,
25.28,-82.74,pleoticus robustus,
26.64,-96.8,pleoticus robustus,soft-sediment
26.64,-96.8,pleoticus robustus,mud
26.64,-96.8,pleoticus robustus,sand
28.11,-95.97,pleoticus robustus,soft-sediment
28.11,-95.97,pleoticus robustus,mud
28.11,-95.97,pleoticus robustus,sand
28.64,-94.65,pleoticus robustus,soft-sediment
28.64,-94.65,pleoticus robustus,mud
28.64,-94.65,pleoticus robustus,sand
28.43,-90.83,pleoticus robustus,soft-sediment
28.43,-90.83,pleoticus robustus,mud
28.43,-90.83,pleoticus robustus,sand
29.62,-87.96,pleoticus robustus,soft-sediment
29.62,-87.96,pleoticus robustus,mud
29.62,-87.96,pleoticus robustus,sand
28.38,-84.21,pleoticus robustus,soft-sediment
